seqid,phobius_start,phobius_end,phobius_type
tr|A0A0D2WII8|A0A0D2WII8_CAPO3,0,0,OTHER
tr|A0A0D2WIJ4|A0A0D2WIJ4_CAPO3,0,0,OTHER
tr|A0A0D2WIK3|A0A0D2WIK3_CAPO3,0,0,OTHER
tr|A0A0D2WIK5|A0A0D2WIK5_CAPO3,0,0,OTHER
tr|A0A0D2WIK7|A0A0D2WIK7_CAPO3,0,0,OTHER
tr|A0A0D2WIM8|A0A0D2WIM8_CAPO3,0,0,OTHER
tr|A0A0D2WIS8|A0A0D2WIS8_CAPO3,0,0,OTHER
tr|A0A0D2WIT2|A0A0D2WIT2_CAPO3,0,0,OTHER
tr|A0A0D2WIT7|A0A0D2WIT7_CAPO3,0,0,OTHER
tr|A0A0D2WIT8|A0A0D2WIT8_CAPO3,0,0,OTHER
tr|A0A0D2WIU0|A0A0D2WIU0_CAPO3,0,0,OTHER
tr|A0A0D2WIU7|A0A0D2WIU7_CAPO3,0,0,OTHER
tr|A0A0D2WIV3|A0A0D2WIV3_CAPO3,0,0,OTHER
tr|A0A0D2WIW6|A0A0D2WIW6_CAPO3,0,0,OTHER
tr|A0A0D2WIY4|A0A0D2WIY4_CAPO3,0,0,OTHER
tr|A0A0D2WIZ0|A0A0D2WIZ0_CAPO3,0,0,OTHER
tr|A0A0D2WIZ1|A0A0D2WIZ1_CAPO3,0,0,OTHER
tr|A0A0D2WIZ2|A0A0D2WIZ2_CAPO3,0,0,OTHER
tr|A0A0D2WJ02|A0A0D2WJ02_CAPO3,0,0,OTHER
tr|A0A0D2WJ06|A0A0D2WJ06_CAPO3,0,0,OTHER
tr|A0A0D2WJ11|A0A0D2WJ11_CAPO3,0,0,OTHER
tr|A0A0D2WJ16|A0A0D2WJ16_CAPO3,0,0,OTHER
tr|A0A0D2WJ29|A0A0D2WJ29_CAPO3,0,0,OTHER
tr|A0A0D2WJ36|A0A0D2WJ36_CAPO3,0,0,OTHER
tr|A0A0D2WJ37|A0A0D2WJ37_CAPO3,0,0,OTHER
tr|A0A0D2WJ43|A0A0D2WJ43_CAPO3,0,0,OTHER
tr|A0A0D2WJ45|A0A0D2WJ45_CAPO3,0,0,OTHER
tr|A0A0D2WJ47|A0A0D2WJ47_CAPO3,0,0,OTHER
tr|A0A0D2WJ50|A0A0D2WJ50_CAPO3,0,0,OTHER
tr|A0A0D2WJ55|A0A0D2WJ55_CAPO3,0,0,OTHER
tr|A0A0D2WJ69|A0A0D2WJ69_CAPO3,0,0,OTHER
tr|A0A0D2WJ71|A0A0D2WJ71_CAPO3,0,0,OTHER
tr|A0A0D2WJ75|A0A0D2WJ75_CAPO3,0,0,OTHER
tr|A0A0D2WJ80|A0A0D2WJ80_CAPO3,0,0,OTHER
tr|A0A0D2WJ88|A0A0D2WJ88_CAPO3,0,0,OTHER
tr|A0A0D2WJA0|A0A0D2WJA0_CAPO3,0,0,OTHER
tr|A0A0D2WJA6|A0A0D2WJA6_CAPO3,0,0,OTHER
tr|A0A0D2WJB3|A0A0D2WJB3_CAPO3,0,0,OTHER
tr|A0A0D2WJB5|A0A0D2WJB5_CAPO3,0,0,OTHER
tr|A0A0D2WJB6|A0A0D2WJB6_CAPO3,0,0,OTHER
tr|A0A0D2WJB9|A0A0D2WJB9_CAPO3,0,0,OTHER
tr|A0A0D2WJC3|A0A0D2WJC3_CAPO3,0,0,OTHER
tr|A0A0D2WJC5|A0A0D2WJC5_CAPO3,0,0,OTHER
tr|A0A0D2WJE0|A0A0D2WJE0_CAPO3,0,0,OTHER
tr|A0A0D2WJE2|A0A0D2WJE2_CAPO3,0,0,OTHER
tr|A0A0D2WJE6|A0A0D2WJE6_CAPO3,0,0,OTHER
tr|A0A0D2WJF8|A0A0D2WJF8_CAPO3,0,0,OTHER
tr|A0A0D2WJG0|A0A0D2WJG0_CAPO3,0,0,OTHER
tr|A0A0D2WJG1|A0A0D2WJG1_CAPO3,0,0,OTHER
tr|A0A0D2WJH4|A0A0D2WJH4_CAPO3,0,0,OTHER
tr|A0A0D2WJI5|A0A0D2WJI5_CAPO3,0,0,OTHER
tr|A0A0D2WJJ2|A0A0D2WJJ2_CAPO3,0,0,OTHER
tr|A0A0D2WJJ9|A0A0D2WJJ9_CAPO3,0,0,OTHER
tr|A0A0D2WJK1|A0A0D2WJK1_CAPO3,0,0,OTHER
tr|A0A0D2WJK2|A0A0D2WJK2_CAPO3,0,0,OTHER
tr|A0A0D2WJN6|A0A0D2WJN6_CAPO3,0,0,OTHER
tr|A0A0D2WJN7|A0A0D2WJN7_CAPO3,0,0,OTHER
tr|A0A0D2WJQ2|A0A0D2WJQ2_CAPO3,0,0,OTHER
tr|A0A0D2WJQ5|A0A0D2WJQ5_CAPO3,0,0,OTHER
tr|A0A0D2WJQ6|A0A0D2WJQ6_CAPO3,0,0,OTHER
tr|A0A0D2WJQ8|A0A0D2WJQ8_CAPO3,0,0,OTHER
tr|A0A0D2WJR4|A0A0D2WJR4_CAPO3,0,0,OTHER
tr|A0A0D2WJR7|A0A0D2WJR7_CAPO3,0,0,OTHER
tr|A0A0D2WJT6|A0A0D2WJT6_CAPO3,0,0,OTHER
tr|A0A0D2WJU3|A0A0D2WJU3_CAPO3,0,0,OTHER
tr|A0A0D2WJU7|A0A0D2WJU7_CAPO3,0,0,OTHER
tr|A0A0D2WJW1|A0A0D2WJW1_CAPO3,0,0,OTHER
tr|A0A0D2WJY3|A0A0D2WJY3_CAPO3,0,0,OTHER
tr|A0A0D2WJY9|A0A0D2WJY9_CAPO3,0,0,OTHER
tr|A0A0D2WJZ2|A0A0D2WJZ2_CAPO3,0,0,OTHER
tr|A0A0D2WJZ6|A0A0D2WJZ6_CAPO3,0,0,OTHER
tr|A0A0D2WJZ7|A0A0D2WJZ7_CAPO3,0,0,OTHER
tr|A0A0D2WK08|A0A0D2WK08_CAPO3,0,0,OTHER
tr|A0A0D2WK15|A0A0D2WK15_CAPO3,0,0,OTHER
tr|A0A0D2WK18|A0A0D2WK18_CAPO3,0,0,OTHER
tr|A0A0D2WK19|A0A0D2WK19_CAPO3,0,0,OTHER
tr|A0A0D2WK24|A0A0D2WK24_CAPO3,0,0,OTHER
tr|A0A0D2WK30|A0A0D2WK30_CAPO3,0,0,OTHER
tr|A0A0D2WK31|A0A0D2WK31_CAPO3,0,0,OTHER
tr|A0A0D2WK41|A0A0D2WK41_CAPO3,0,0,OTHER
tr|A0A0D2WK48|A0A0D2WK48_CAPO3,0,0,OTHER
tr|A0A0D2WK58|A0A0D2WK58_CAPO3,0,0,OTHER
tr|A0A0D2WKA1|A0A0D2WKA1_CAPO3,0,0,OTHER
tr|A0A0D2WKA2|A0A0D2WKA2_CAPO3,0,0,OTHER
tr|A0A0D2WKA7|A0A0D2WKA7_CAPO3,0,0,OTHER
tr|A0A0D2WKC4|A0A0D2WKC4_CAPO3,0,0,OTHER
tr|A0A0D2WKC8|A0A0D2WKC8_CAPO3,0,0,OTHER
tr|A0A0D2WKE7|A0A0D2WKE7_CAPO3,0,0,OTHER
tr|A0A0D2WKF0|A0A0D2WKF0_CAPO3,0,0,OTHER
tr|A0A0D2WKF1|A0A0D2WKF1_CAPO3,0,0,OTHER
tr|A0A0D2WKF7|A0A0D2WKF7_CAPO3,0,0,OTHER
tr|A0A0D2WKF8|A0A0D2WKF8_CAPO3,0,0,OTHER
tr|A0A0D2WKG6|A0A0D2WKG6_CAPO3,0,0,OTHER
tr|A0A0D2WKH3|A0A0D2WKH3_CAPO3,0,0,OTHER
tr|A0A0D2WKH6|A0A0D2WKH6_CAPO3,0,0,OTHER
tr|A0A0D2WKI2|A0A0D2WKI2_CAPO3,0,0,OTHER
tr|A0A0D2WKI4|A0A0D2WKI4_CAPO3,0,0,OTHER
tr|A0A0D2WKI6|A0A0D2WKI6_CAPO3,0,0,OTHER
tr|A0A0D2WKJ4|A0A0D2WKJ4_CAPO3,0,0,OTHER
tr|A0A0D2WKJ9|A0A0D2WKJ9_CAPO3,0,0,OTHER
tr|A0A0D2WKL5|A0A0D2WKL5_CAPO3,0,0,OTHER
tr|A0A0D2WKL9|A0A0D2WKL9_CAPO3,0,0,OTHER
tr|A0A0D2WKN3|A0A0D2WKN3_CAPO3,0,0,OTHER
tr|A0A0D2WKN7|A0A0D2WKN7_CAPO3,0,0,OTHER
tr|A0A0D2WKP2|A0A0D2WKP2_CAPO3,0,0,OTHER
tr|A0A0D2WKP7|A0A0D2WKP7_CAPO3,0,0,OTHER
tr|A0A0D2WKQ2|A0A0D2WKQ2_CAPO3,0,0,OTHER
tr|A0A0D2WKQ7|A0A0D2WKQ7_CAPO3,0,0,OTHER
tr|A0A0D2WKQ8|A0A0D2WKQ8_CAPO3,0,0,OTHER
tr|A0A0D2WKR3|A0A0D2WKR3_CAPO3,0,0,OTHER
tr|A0A0D2WKR4|A0A0D2WKR4_CAPO3,0,0,OTHER
tr|A0A0D2WKS1|A0A0D2WKS1_CAPO3,0,0,OTHER
tr|A0A0D2WKS2|A0A0D2WKS2_CAPO3,0,0,OTHER
tr|A0A0D2WKS4|A0A0D2WKS4_CAPO3,0,0,OTHER
tr|A0A0D2WKT4|A0A0D2WKT4_CAPO3,0,0,OTHER
tr|A0A0D2WKV4|A0A0D2WKV4_CAPO3,0,0,OTHER
tr|A0A0D2WKW5|A0A0D2WKW5_CAPO3,0,0,OTHER
tr|A0A0D2WKY9|A0A0D2WKY9_CAPO3,0,0,OTHER
tr|A0A0D2WKZ8|A0A0D2WKZ8_CAPO3,0,0,OTHER
tr|A0A0D2WL06|A0A0D2WL06_CAPO3,0,0,OTHER
tr|A0A0D2WL10|A0A0D2WL10_CAPO3,0,0,OTHER
tr|A0A0D2WL17|A0A0D2WL17_CAPO3,0,0,OTHER
tr|A0A0D2WL18|A0A0D2WL18_CAPO3,0,0,OTHER
tr|A0A0D2WL23|A0A0D2WL23_CAPO3,0,0,OTHER
tr|A0A0D2WL35|A0A0D2WL35_CAPO3,0,0,OTHER
tr|A0A0D2WL37|A0A0D2WL37_CAPO3,0,0,OTHER
tr|A0A0D2WL60|A0A0D2WL60_CAPO3,0,0,OTHER
tr|A0A0D2WL62|A0A0D2WL62_CAPO3,0,0,OTHER
tr|A0A0D2WL81|A0A0D2WL81_CAPO3,0,0,OTHER
tr|A0A0D2WL93|A0A0D2WL93_CAPO3,0,0,OTHER
tr|A0A0D2WL98|A0A0D2WL98_CAPO3,0,0,OTHER
tr|A0A0D2WLA1|A0A0D2WLA1_CAPO3,0,0,OTHER
tr|A0A0D2WLA2|A0A0D2WLA2_CAPO3,0,0,OTHER
tr|A0A0D2WLB3|A0A0D2WLB3_CAPO3,0,0,OTHER
tr|A0A0D2WLE6|A0A0D2WLE6_CAPO3,0,0,OTHER
tr|A0A0D2WLF3|A0A0D2WLF3_CAPO3,0,0,OTHER
tr|A0A0D2WLG4|A0A0D2WLG4_CAPO3,0,0,OTHER
tr|A0A0D2WLI8|A0A0D2WLI8_CAPO3,0,0,OTHER
tr|A0A0D2WLJ3|A0A0D2WLJ3_CAPO3,0,0,OTHER
tr|A0A0D2WLK2|A0A0D2WLK2_CAPO3,0,0,OTHER
tr|A0A0D2WLK9|A0A0D2WLK9_CAPO3,0,0,OTHER
tr|A0A0D2WLL0|A0A0D2WLL0_CAPO3,0,0,OTHER
tr|A0A0D2WLL3|A0A0D2WLL3_CAPO3,0,0,OTHER
tr|A0A0D2WLL4|A0A0D2WLL4_CAPO3,0,0,OTHER
tr|A0A0D2WLM9|A0A0D2WLM9_CAPO3,0,0,OTHER
tr|A0A0D2WLN3|A0A0D2WLN3_CAPO3,0,0,OTHER
tr|A0A0D2WLN4|A0A0D2WLN4_CAPO3,0,0,OTHER
tr|A0A0D2WLP0|A0A0D2WLP0_CAPO3,0,0,OTHER
tr|A0A0D2WLQ2|A0A0D2WLQ2_CAPO3,0,0,OTHER
tr|A0A0D2WLQ8|A0A0D2WLQ8_CAPO3,0,0,OTHER
tr|A0A0D2WLS2|A0A0D2WLS2_CAPO3,0,0,OTHER
tr|A0A0D2WLT7|A0A0D2WLT7_CAPO3,0,0,OTHER
tr|A0A0D2WLU0|A0A0D2WLU0_CAPO3,0,0,OTHER
tr|A0A0D2WLU2|A0A0D2WLU2_CAPO3,0,0,OTHER
tr|A0A0D2WLV4|A0A0D2WLV4_CAPO3,0,0,OTHER
tr|A0A0D2WLV8|A0A0D2WLV8_CAPO3,0,0,OTHER
tr|A0A0D2WLW3|A0A0D2WLW3_CAPO3,0,0,OTHER
tr|A0A0D2WLW6|A0A0D2WLW6_CAPO3,0,0,OTHER
tr|A0A0D2WLW7|A0A0D2WLW7_CAPO3,0,0,OTHER
tr|A0A0D2WLX1|A0A0D2WLX1_CAPO3,0,0,OTHER
tr|A0A0D2WLX7|A0A0D2WLX7_CAPO3,0,0,OTHER
tr|A0A0D2WLY0|A0A0D2WLY0_CAPO3,0,0,OTHER
tr|A0A0D2WLY1|A0A0D2WLY1_CAPO3,0,0,OTHER
tr|A0A0D2WLY6|A0A0D2WLY6_CAPO3,0,0,OTHER
tr|A0A0D2WLZ0|A0A0D2WLZ0_CAPO3,0,0,OTHER
tr|A0A0D2WLZ1|A0A0D2WLZ1_CAPO3,0,0,OTHER
tr|A0A0D2WM04|A0A0D2WM04_CAPO3,0,0,OTHER
tr|A0A0D2WM06|A0A0D2WM06_CAPO3,0,0,OTHER
tr|A0A0D2WM13|A0A0D2WM13_CAPO3,0,0,OTHER
tr|A0A0D2WM32|A0A0D2WM32_CAPO3,0,0,OTHER
tr|A0A0D2WM34|A0A0D2WM34_CAPO3,0,0,OTHER
tr|A0A0D2WM35|A0A0D2WM35_CAPO3,0,0,OTHER
tr|A0A0D2WM38|A0A0D2WM38_CAPO3,0,0,OTHER
tr|A0A0D2WM41|A0A0D2WM41_CAPO3,0,0,OTHER
tr|A0A0D2WM47|A0A0D2WM47_CAPO3,0,0,OTHER
tr|A0A0D2WM55|A0A0D2WM55_CAPO3,0,0,OTHER
tr|A0A0D2WMA5|A0A0D2WMA5_CAPO3,0,0,OTHER
tr|A0A0D2WMC0|A0A0D2WMC0_CAPO3,0,0,OTHER
tr|A0A0D2WMD1|A0A0D2WMD1_CAPO3,0,0,OTHER
tr|A0A0D2WMD7|A0A0D2WMD7_CAPO3,0,0,OTHER
tr|A0A0D2WMD8|A0A0D2WMD8_CAPO3,0,0,OTHER
tr|A0A0D2WME2|A0A0D2WME2_CAPO3,0,0,OTHER
tr|A0A0D2WMF7|A0A0D2WMF7_CAPO3,0,0,OTHER
tr|A0A0D2WMG3|A0A0D2WMG3_CAPO3,0,0,OTHER
tr|A0A0D2WMG7|A0A0D2WMG7_CAPO3,0,0,OTHER
tr|A0A0D2WMG9|A0A0D2WMG9_CAPO3,0,0,OTHER
tr|A0A0D2WMI0|A0A0D2WMI0_CAPO3,0,0,OTHER
tr|A0A0D2WMI7|A0A0D2WMI7_CAPO3,0,0,OTHER
tr|A0A0D2WML6|A0A0D2WML6_CAPO3,0,0,OTHER
tr|A0A0D2WMP3|A0A0D2WMP3_CAPO3,0,0,OTHER
tr|A0A0D2WMP6|A0A0D2WMP6_CAPO3,0,0,OTHER
tr|A0A0D2WMQ7|A0A0D2WMQ7_CAPO3,0,0,OTHER
tr|A0A0D2WMR6|A0A0D2WMR6_CAPO3,0,0,OTHER
tr|A0A0D2WMR8|A0A0D2WMR8_CAPO3,0,0,OTHER
tr|A0A0D2WMR9|A0A0D2WMR9_CAPO3,0,0,OTHER
tr|A0A0D2WMS0|A0A0D2WMS0_CAPO3,0,0,OTHER
tr|A0A0D2WMS7|A0A0D2WMS7_CAPO3,0,0,OTHER
tr|A0A0D2WMS8|A0A0D2WMS8_CAPO3,0,0,OTHER
tr|A0A0D2WMT4|A0A0D2WMT4_CAPO3,0,0,OTHER
tr|A0A0D2WMU7|A0A0D2WMU7_CAPO3,0,0,OTHER
tr|A0A0D2WMW3|A0A0D2WMW3_CAPO3,0,0,OTHER
tr|A0A0D2WMZ5|A0A0D2WMZ5_CAPO3,0,0,OTHER
tr|A0A0D2WMZ6|A0A0D2WMZ6_CAPO3,0,0,OTHER
tr|A0A0D2WN01|A0A0D2WN01_CAPO3,0,0,OTHER
tr|A0A0D2WN09|A0A0D2WN09_CAPO3,0,0,OTHER
tr|A0A0D2WN17|A0A0D2WN17_CAPO3,0,0,OTHER
tr|A0A0D2WN25|A0A0D2WN25_CAPO3,0,0,OTHER
tr|A0A0D2WN27|A0A0D2WN27_CAPO3,0,0,OTHER
tr|A0A0D2WN45|A0A0D2WN45_CAPO3,0,0,OTHER
tr|A0A0D2WN48|A0A0D2WN48_CAPO3,0,0,OTHER
tr|A0A0D2WN50|A0A0D2WN50_CAPO3,0,0,OTHER
tr|A0A0D2WN92|A0A0D2WN92_CAPO3,0,0,OTHER
tr|A0A0D2WNA8|A0A0D2WNA8_CAPO3,0,0,OTHER
tr|A0A0D2WND3|A0A0D2WND3_CAPO3,0,0,OTHER
tr|A0A0D2WNE0|A0A0D2WNE0_CAPO3,0,0,OTHER
tr|A0A0D2WNE9|A0A0D2WNE9_CAPO3,0,0,OTHER
tr|A0A0D2WNF8|A0A0D2WNF8_CAPO3,0,0,OTHER
tr|A0A0D2WNG2|A0A0D2WNG2_CAPO3,0,0,OTHER
tr|A0A0D2WNH5|A0A0D2WNH5_CAPO3,0,0,OTHER
tr|A0A0D2WNI4|A0A0D2WNI4_CAPO3,0,0,OTHER
tr|A0A0D2WNJ1|A0A0D2WNJ1_CAPO3,0,0,OTHER
tr|A0A0D2WNJ5|A0A0D2WNJ5_CAPO3,0,0,OTHER
tr|A0A0D2WNL3|A0A0D2WNL3_CAPO3,0,0,OTHER
tr|A0A0D2WNN3|A0A0D2WNN3_CAPO3,0,0,OTHER
tr|A0A0D2WNN6|A0A0D2WNN6_CAPO3,0,0,OTHER
tr|A0A0D2WNN8|A0A0D2WNN8_CAPO3,0,0,OTHER
tr|A0A0D2WNP2|A0A0D2WNP2_CAPO3,0,0,OTHER
tr|A0A0D2WNP3|A0A0D2WNP3_CAPO3,0,0,OTHER
tr|A0A0D2WNP5|A0A0D2WNP5_CAPO3,0,0,OTHER
tr|A0A0D2WNP7|A0A0D2WNP7_CAPO3,0,0,OTHER
tr|A0A0D2WNQ0|A0A0D2WNQ0_CAPO3,0,0,OTHER
tr|A0A0D2WNR9|A0A0D2WNR9_CAPO3,0,0,OTHER
tr|A0A0D2WNS9|A0A0D2WNS9_CAPO3,0,0,OTHER
tr|A0A0D2WNT1|A0A0D2WNT1_CAPO3,0,0,OTHER
tr|A0A0D2WNT4|A0A0D2WNT4_CAPO3,0,0,OTHER
tr|A0A0D2WNT8|A0A0D2WNT8_CAPO3,0,0,OTHER
tr|A0A0D2WNT9|A0A0D2WNT9_CAPO3,0,0,OTHER
tr|A0A0D2WNU3|A0A0D2WNU3_CAPO3,0,0,OTHER
tr|A0A0D2WNU5|A0A0D2WNU5_CAPO3,0,0,OTHER
tr|A0A0D2WNW1|A0A0D2WNW1_CAPO3,0,0,OTHER
tr|A0A0D2WNX2|A0A0D2WNX2_CAPO3,0,0,OTHER
tr|A0A0D2WNX4|A0A0D2WNX4_CAPO3,0,0,OTHER
tr|A0A0D2WNX7|A0A0D2WNX7_CAPO3,0,0,OTHER
tr|A0A0D2WNX9|A0A0D2WNX9_CAPO3,0,0,OTHER
tr|A0A0D2WNY2|A0A0D2WNY2_CAPO3,0,0,OTHER
tr|A0A0D2WNZ3|A0A0D2WNZ3_CAPO3,0,0,OTHER
tr|A0A0D2WNZ4|A0A0D2WNZ4_CAPO3,0,0,OTHER
tr|A0A0D2WP07|A0A0D2WP07_CAPO3,0,0,OTHER
tr|A0A0D2WP13|A0A0D2WP13_CAPO3,0,0,OTHER
tr|A0A0D2WP14|A0A0D2WP14_CAPO3,0,0,OTHER
tr|A0A0D2WP19|A0A0D2WP19_CAPO3,0,0,OTHER
tr|A0A0D2WP61|A0A0D2WP61_CAPO3,0,0,OTHER
tr|A0A0D2WP66|A0A0D2WP66_CAPO3,0,0,OTHER
tr|A0A0D2WP79|A0A0D2WP79_CAPO3,0,0,OTHER
tr|A0A0D2WP82|A0A0D2WP82_CAPO3,0,0,OTHER
tr|A0A0D2WPA2|A0A0D2WPA2_CAPO3,0,0,OTHER
tr|A0A0D2WPB1|A0A0D2WPB1_CAPO3,0,0,OTHER
tr|A0A0D2WPF0|A0A0D2WPF0_CAPO3,0,0,OTHER
tr|A0A0D2WPH2|A0A0D2WPH2_CAPO3,0,0,OTHER
tr|A0A0D2WPI3|A0A0D2WPI3_CAPO3,0,0,OTHER
tr|A0A0D2WPI5|A0A0D2WPI5_CAPO3,0,0,OTHER
tr|A0A0D2WPI9|A0A0D2WPI9_CAPO3,0,0,OTHER
tr|A0A0D2WPJ5|A0A0D2WPJ5_CAPO3,0,0,OTHER
tr|A0A0D2WPL2|A0A0D2WPL2_CAPO3,0,0,OTHER
tr|A0A0D2WPN0|A0A0D2WPN0_CAPO3,0,0,OTHER
tr|A0A0D2WPN3|A0A0D2WPN3_CAPO3,0,0,OTHER
tr|A0A0D2WPP0|A0A0D2WPP0_CAPO3,0,0,OTHER
tr|A0A0D2WPP1|A0A0D2WPP1_CAPO3,0,0,OTHER
tr|A0A0D2WPP3|A0A0D2WPP3_CAPO3,0,0,OTHER
tr|A0A0D2WPT0|A0A0D2WPT0_CAPO3,0,0,OTHER
tr|A0A0D2WPU5|A0A0D2WPU5_CAPO3,0,0,OTHER
tr|A0A0D2WPV1|A0A0D2WPV1_CAPO3,0,0,OTHER
tr|A0A0D2WPV4|A0A0D2WPV4_CAPO3,0,0,OTHER
tr|A0A0D2WPW0|A0A0D2WPW0_CAPO3,0,0,OTHER
tr|A0A0D2WPW2|A0A0D2WPW2_CAPO3,0,0,OTHER
tr|A0A0D2WPW6|A0A0D2WPW6_CAPO3,0,0,OTHER
tr|A0A0D2WPW9|A0A0D2WPW9_CAPO3,0,0,OTHER
tr|A0A0D2WPX6|A0A0D2WPX6_CAPO3,0,0,OTHER
tr|A0A0D2WPZ5|A0A0D2WPZ5_CAPO3,0,0,OTHER
tr|A0A0D2WPZ8|A0A0D2WPZ8_CAPO3,0,0,OTHER
tr|A0A0D2WPZ9|A0A0D2WPZ9_CAPO3,0,0,OTHER
tr|A0A0D2WQ15|A0A0D2WQ15_CAPO3,0,0,OTHER
tr|A0A0D2WQ25|A0A0D2WQ25_CAPO3,0,0,OTHER
tr|A0A0D2WQ29|A0A0D2WQ29_CAPO3,0,0,OTHER
tr|A0A0D2WQ45|A0A0D2WQ45_CAPO3,0,0,OTHER
tr|A0A0D2WQ51|A0A0D2WQ51_CAPO3,0,0,OTHER
tr|A0A0D2WQ59|A0A0D2WQ59_CAPO3,0,0,OTHER
tr|A0A0D2WQ67|A0A0D2WQ67_CAPO3,0,0,OTHER
tr|A0A0D2WQ72|A0A0D2WQ72_CAPO3,0,0,OTHER
tr|A0A0D2WQ79|A0A0D2WQ79_CAPO3,0,0,OTHER
tr|A0A0D2WQA1|A0A0D2WQA1_CAPO3,0,0,OTHER
tr|A0A0D2WQA4|A0A0D2WQA4_CAPO3,0,0,OTHER
tr|A0A0D2WQC0|A0A0D2WQC0_CAPO3,0,0,OTHER
tr|A0A0D2WQC3|A0A0D2WQC3_CAPO3,0,0,OTHER
tr|A0A0D2WQC5|A0A0D2WQC5_CAPO3,0,0,OTHER
tr|A0A0D2WQE0|A0A0D2WQE0_CAPO3,0,0,OTHER
tr|A0A0D2WQE2|A0A0D2WQE2_CAPO3,0,0,OTHER
tr|A0A0D2WQF1|A0A0D2WQF1_CAPO3,0,0,OTHER
tr|A0A0D2WQG5|A0A0D2WQG5_CAPO3,0,0,OTHER
tr|A0A0D2WQH8|A0A0D2WQH8_CAPO3,0,0,OTHER
tr|A0A0D2WQI7|A0A0D2WQI7_CAPO3,0,0,OTHER
tr|A0A0D2WQI8|A0A0D2WQI8_CAPO3,0,0,OTHER
tr|A0A0D2WQJ1|A0A0D2WQJ1_CAPO3,0,0,OTHER
tr|A0A0D2WQJ5|A0A0D2WQJ5_CAPO3,0,0,OTHER
tr|A0A0D2WQJ7|A0A0D2WQJ7_CAPO3,0,0,OTHER
tr|A0A0D2WQK4|A0A0D2WQK4_CAPO3,0,0,OTHER
tr|A0A0D2WQL0|A0A0D2WQL0_CAPO3,0,0,OTHER
tr|A0A0D2WQL4|A0A0D2WQL4_CAPO3,0,0,OTHER
tr|A0A0D2WQL5|A0A0D2WQL5_CAPO3,0,0,OTHER
tr|A0A0D2WQN1|A0A0D2WQN1_CAPO3,0,0,OTHER
tr|A0A0D2WQN8|A0A0D2WQN8_CAPO3,0,0,OTHER
tr|A0A0D2WQP4|A0A0D2WQP4_CAPO3,0,0,OTHER
tr|A0A0D2WQR6|A0A0D2WQR6_CAPO3,0,0,OTHER
tr|A0A0D2WQS2|A0A0D2WQS2_CAPO3,0,0,OTHER
tr|A0A0D2WQS4|A0A0D2WQS4_CAPO3,0,0,OTHER
tr|A0A0D2WQT1|A0A0D2WQT1_CAPO3,0,0,OTHER
tr|A0A0D2WQW1|A0A0D2WQW1_CAPO3,0,0,OTHER
tr|A0A0D2WQW7|A0A0D2WQW7_CAPO3,0,0,OTHER
tr|A0A0D2WQY4|A0A0D2WQY4_CAPO3,0,0,OTHER
tr|A0A0D2WQY6|A0A0D2WQY6_CAPO3,0,0,OTHER
tr|A0A0D2WQY8|A0A0D2WQY8_CAPO3,0,0,OTHER
tr|A0A0D2WQY9|A0A0D2WQY9_CAPO3,0,0,OTHER
tr|A0A0D2WQZ1|A0A0D2WQZ1_CAPO3,0,0,OTHER
tr|A0A0D2WQZ4|A0A0D2WQZ4_CAPO3,0,0,OTHER
tr|A0A0D2WQZ7|A0A0D2WQZ7_CAPO3,0,0,OTHER
tr|A0A0D2WR02|A0A0D2WR02_CAPO3,0,0,OTHER
tr|A0A0D2WR13|A0A0D2WR13_CAPO3,0,0,OTHER
tr|A0A0D2WR50|A0A0D2WR50_CAPO3,0,0,OTHER
tr|A0A0D2WR70|A0A0D2WR70_CAPO3,0,0,OTHER
tr|A0A0D2WR85|A0A0D2WR85_CAPO3,0,0,OTHER
tr|A0A0D2WR88|A0A0D2WR88_CAPO3,0,0,OTHER
tr|A0A0D2WR91|A0A0D2WR91_CAPO3,0,0,OTHER
tr|A0A0D2WR94|A0A0D2WR94_CAPO3,0,0,OTHER
tr|A0A0D2WRA0|A0A0D2WRA0_CAPO3,0,0,OTHER
tr|A0A0D2WRB9|A0A0D2WRB9_CAPO3,0,0,OTHER
tr|A0A0D2WRC4|A0A0D2WRC4_CAPO3,0,0,OTHER
tr|A0A0D2WRC6|A0A0D2WRC6_CAPO3,0,0,OTHER
tr|A0A0D2WRD0|A0A0D2WRD0_CAPO3,0,0,OTHER
tr|A0A0D2WRE2|A0A0D2WRE2_CAPO3,0,0,OTHER
tr|A0A0D2WRH0|A0A0D2WRH0_CAPO3,0,0,OTHER
tr|A0A0D2WRH3|A0A0D2WRH3_CAPO3,0,0,OTHER
tr|A0A0D2WRH5|A0A0D2WRH5_CAPO3,0,0,OTHER
tr|A0A0D2WRI6|A0A0D2WRI6_CAPO3,0,0,OTHER
tr|A0A0D2WRI8|A0A0D2WRI8_CAPO3,0,0,OTHER
tr|A0A0D2WRL6|A0A0D2WRL6_CAPO3,0,0,OTHER
tr|A0A0D2WRM8|A0A0D2WRM8_CAPO3,0,0,OTHER
tr|A0A0D2WRN2|A0A0D2WRN2_CAPO3,0,0,OTHER
tr|A0A0D2WRN6|A0A0D2WRN6_CAPO3,0,0,OTHER
tr|A0A0D2WRS0|A0A0D2WRS0_CAPO3,0,0,OTHER
tr|A0A0D2WRS5|A0A0D2WRS5_CAPO3,0,0,OTHER
