"seqid","window_length","window_start","window_end","window_type","window_origin","KD_hydropathy","KD_max_hydropathy","rose_hydropathy","rose_max_hydropathy"
"YIR039C",10,3,13,"SP","phobius",26.6444444444444,2.42222222222222,8.72666666666667,0.793333333333333
"YML066C",20,7,27,"TM","phobius",64.1666666666667,3.05555555555556,17.7333333333333,0.844444444444444
"YLR151C",18,40,58,"TM","phobius",62.4888888888889,3.28888888888889,16.15,0.85
"YOR016C",13,3,16,"SP","phobius",42.7777777777778,3.05555555555556,11.6977777777778,0.835555555555555
"YHR021W-A",17,7,24,"TM","phobius",46.6,2.58888888888889,15.2,0.844444444444444
"YBR171W",20,28,48,"TM","phobius",72.1,3.43333333333333,17.92,0.853333333333333
"YML129C",18,20,38,"TM","phobius",37.1555555555556,1.95555555555556,15.01,0.79
"YBR220C",23,20,43,"TM","phobius",58.1333333333333,2.42222222222222,20.08,0.836666666666667
"YNL327W",11,4,15,"SP","phobius",27.2,2.26666666666667,9.89333333333333,0.824444444444444
"YMR058W",12,4,16,"SP","phobius",40.0111111111111,3.07777777777778,10.7177777777778,0.824444444444444
"YPL050C",18,15,33,"TM","phobius",61.0111111111111,3.21111111111111,16.4033333333333,0.863333333333333
"YKR051W",23,6,29,"TM","phobius",54.1333333333333,2.25555555555556,19.9466666666667,0.831111111111111
"YBR293W",21,35,56,"TM","phobius",45.4666666666667,2.06666666666667,17.9177777777778,0.814444444444444
"YNR067C",8,3,11,"SP","phobius",23.6,2.62222222222222,7.44,0.826666666666667
"YOR190W",8,7,15,"SP","phobius",16.9,1.87777777777778,7.1,0.788888888888889
"YIR024C",16,44,60,"TM","phobius",45.9,2.7,14.0344444444444,0.825555555555555
"YOL155C",8,8,16,"SP","phobius",21.3,2.36666666666667,7.1,0.788888888888889
"YMR325W",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YIL158W",21,6,27,"TM","phobius",73.0888888888889,3.32222222222222,18.8955555555556,0.858888888888889
"YOL019W",26,7,33,"TM","phobius",76.8,2.84444444444444,22.56,0.835555555555555
"YDR459C",11,17,28,"SP","phobius",36.1333333333333,3.01111111111111,10.08,0.84
"YPL156C",18,20,38,"TM","phobius",56.7888888888889,2.98888888888889,15.6644444444444,0.824444444444444
"YLR251W",18,20,38,"TM","phobius",37.5777777777778,1.97777777777778,15.2422222222222,0.802222222222222
"YMR297W",10,3,13,"SP","phobius",20.2888888888889,1.84444444444444,8.75111111111111,0.795555555555556
"YJL158C",10,6,16,"SP","phobius",24.9333333333333,2.26666666666667,8.47,0.77
"YCR024C-B",19,6,25,"TM","phobius",48.4444444444444,2.42222222222222,16.4222222222222,0.821111111111111
"YBR013C",8,8,16,"SP","phobius",27.1,3.01111111111111,7.56,0.84
"YIL015W",12,7,19,"SP","phobius",38.5666666666667,2.96666666666667,10.6311111111111,0.817777777777778
"YNL328C",11,5,16,"SP","phobius",33.6,2.8,9.88,0.823333333333333
"YER190C-B",19,39,58,"TM","phobius",44.8888888888889,2.24444444444444,16.4888888888889,0.824444444444444
"YOL007C",9,11,20,"SP","phobius",28.1111111111111,2.81111111111111,8.37777777777778,0.837777777777778
"YLR064W",18,25,43,"TM","phobius",35.6777777777778,1.87777777777778,15.7911111111111,0.831111111111111
"YLL031C",24,34,58,"TM","phobius",95.5555555555556,3.82222222222222,21.4444444444444,0.857777777777778
"YGL086W",10,5,15,"SP","phobius",18.3333333333333,1.66666666666667,8.71444444444444,0.792222222222222
"YNL129W",8,6,14,"SP","phobius",23.6,2.62222222222222,7.33,0.814444444444444
"YHR138C",11,3,14,"SP","phobius",40.1333333333333,3.34444444444444,10.16,0.846666666666667
"YGR106C",11,6,17,"SP","phobius",29.2,2.43333333333333,10.0666666666667,0.838888888888889
"YGL002W",18,6,24,"TM","phobius",55.3111111111111,2.91111111111111,15.9388888888889,0.838888888888889
"YHL028W",11,10,21,"SP","phobius",32.6666666666667,2.72222222222222,10.2133333333333,0.851111111111111
"YLR361C",17,12,29,"TM","phobius",67,3.72222222222222,15.34,0.852222222222222
"YOR298W",20,33,53,"TM","phobius",43.1666666666667,2.05555555555556,17.3366666666667,0.825555555555555
"YGL226C-A",20,27,47,"TM","phobius",58.3333333333333,2.77777777777778,17.3133333333333,0.824444444444444
"YOL084W",25,6,31,"TM","phobius",82.9111111111111,3.18888888888889,22.36,0.86
"YDR452W",21,21,42,"TM","phobius",81.6444444444445,3.71111111111111,19.1888888888889,0.872222222222222
"YDL018C",11,4,15,"SP","phobius",29.7333333333333,2.47777777777778,10.1866666666667,0.848888888888889
"Q0250",16,43,59,"TM","phobius",52.8888888888889,3.11111111111111,14.4688888888889,0.851111111111111
"YLR155C",7,6,13,"SP","phobius",22.3111111111111,2.78888888888889,6.56888888888889,0.821111111111111
"YIL085C",22,21,43,"TM","phobius",66.7,2.9,19.5755555555556,0.851111111111111
"YNR061C",19,16,35,"TM","phobius",57.7777777777778,2.88888888888889,16.2888888888889,0.814444444444444
"Q0110",24,28,52,"TM","phobius",70,2.8,20.6388888888889,0.825555555555556
"YIR041W",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YHR101C",11,3,14,"SP","phobius",29.2,2.43333333333333,10.0133333333333,0.834444444444444
"YLR243W",5,4,9,"SP","phobius",11.8,1.96666666666667,4.76666666666667,0.794444444444444
"YDL024C",10,5,15,"SP","phobius",34.1,3.1,9.26444444444444,0.842222222222222
"YIL156W-B",18,6,24,"TM","phobius",47.7111111111111,2.51111111111111,15.3688888888889,0.808888888888889
"YHR214W",10,8,18,"SP","phobius",26.8888888888889,2.44444444444444,8.59222222222222,0.781111111111111
"YNL128W",20,38,58,"TM","phobius",54.1333333333333,2.57777777777778,17.4533333333333,0.831111111111111
"YLR440C",8,6,14,"SP","phobius",23.5,2.61111111111111,7.46,0.828888888888889
"YBR054W",20,35,55,"TM","phobius",58.5666666666667,2.78888888888889,17.36,0.826666666666667
"YMR298W",20,20,40,"TM","phobius",67.9,3.23333333333333,17.78,0.846666666666666
"YNL238W",8,7,15,"SP","phobius",15.7,1.74444444444444,7.54,0.837777777777778
"YPL163C",8,5,13,"SP","phobius",24.9,2.76666666666667,7.41,0.823333333333333
"YML125C",18,17,35,"TM","phobius",56.7888888888889,2.98888888888889,15.6011111111111,0.821111111111111
"YPL246C",22,15,37,"TM","phobius",61.3333333333333,2.66666666666667,18.86,0.82
"YLR152C",24,6,30,"TM","phobius",62.5,2.5,20.4722222222222,0.818888888888889
"YGR168C",19,35,54,"TM","phobius",36,1.8,16,0.8
"YEL031W",16,28,44,"TM","phobius",27.7666666666667,1.63333333333333,13.4488888888889,0.791111111111111
"YPR109W",17,31,48,"TM","phobius",40.8,2.26666666666667,14.62,0.812222222222222
"YKR100C",23,6,29,"TM","phobius",76.2666666666667,3.17777777777778,20.6933333333333,0.862222222222222
"YFL067W",12,4,16,"SP","phobius",43.4777777777778,3.34444444444444,10.8911111111111,0.837777777777778
"YOR049C",18,6,24,"TM","phobius",54.6777777777778,2.87777777777778,16.0866666666667,0.846666666666666
"YOR009W",11,6,17,"SP","phobius",33.2,2.76666666666667,9.50666666666667,0.792222222222222
"YLR378C",22,33,55,"TM","phobius",77.6888888888889,3.37777777777778,19.32,0.84
"YDR414C",19,25,44,"TM","phobius",74.8888888888889,3.74444444444444,17.0444444444444,0.852222222222222
"YGR189C",11,6,17,"SP","phobius",24.8,2.06666666666667,9.46666666666667,0.788888888888889
"YER113C",16,6,22,"TM","phobius",62.1444444444444,3.65555555555556,14.4122222222222,0.847777777777778
"YBR196C-A",22,6,28,"TM","phobius",52.9,2.3,18.9877777777778,0.825555555555555
"YER118C",10,33,43,"SP","phobius",25.5444444444444,2.32222222222222,8.84888888888889,0.804444444444445
"YNL024C-A",11,10,21,"SP","phobius",38.4,3.2,10.2,0.85
"YBR283C",20,33,53,"TM","phobius",52.0333333333333,2.47777777777778,17.36,0.826666666666667
"YHR195W",17,6,23,"TM","phobius",39.2,2.17777777777778,14.2,0.788888888888889
"YKL044W",18,21,39,"TM","phobius",27.4444444444444,1.44444444444444,15.6011111111111,0.821111111111111
"YLL064C",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YLR121C",11,3,14,"SP","phobius",30,2.5,9.44,0.786666666666667
"YKR044W",12,10,22,"SP","phobius",43.3333333333333,3.33333333333333,10.9488888888889,0.842222222222222
"YJL186W",11,13,24,"SP","phobius",40.8,3.4,10.28,0.856666666666667
"YDL010W",11,12,23,"SP","phobius",44,3.66666666666667,10.3066666666667,0.858888888888889
"YMR065W",7,7,14,"SP","phobius",20.4444444444444,2.55555555555556,6.68444444444444,0.835555555555556
"YDR233C",21,35,56,"TM","phobius",58.9111111111111,2.67777777777778,17.7222222222222,0.805555555555555
"YCR045C",7,5,12,"SP","phobius",21.4222222222222,2.67777777777778,6.55111111111111,0.818888888888889
"YLR040C",7,13,20,"SP","phobius",22.9333333333333,2.86666666666667,6.55111111111111,0.818888888888889
"YPL187W",11,3,14,"SP","phobius",30.4,2.53333333333333,9.69333333333333,0.807777777777778
"YJL178C",8,6,14,"SP","phobius",22.8,2.53333333333333,7.54,0.837777777777778
"YOL105C",11,22,33,"SP","phobius",33.8666666666667,2.82222222222222,9.85333333333333,0.821111111111111
"YGL257C",17,7,24,"TM","phobius",65.2,3.62222222222222,15.26,0.847777777777778
"YOR085W",11,4,15,"SP","phobius",36.5333333333333,3.04444444444444,10.1733333333333,0.847777777777778
"YER072W",20,33,53,"TM","phobius",41.5333333333333,1.97777777777778,16.7766666666667,0.798888888888889
"YPR117W",24,15,39,"TM","phobius",76.3888888888889,3.05555555555556,21.2222222222222,0.848888888888889
"YBL057C",18,12,30,"TM","phobius",33.7777777777778,1.77777777777778,14.9888888888889,0.788888888888889
"YGL084C",18,42,60,"TM","phobius",58.4777777777778,3.07777777777778,15.8966666666667,0.836666666666666
"YDR541C",11,5,16,"SP","phobius",22.4,1.86666666666667,9.65333333333333,0.804444444444444
"YMR088C",22,38,60,"TM","phobius",46.5111111111111,2.02222222222222,18.7577777777778,0.815555555555555
"YIL147C",24,23,47,"TM","phobius",71.9444444444444,2.87777777777778,20.3333333333333,0.813333333333333
"YFR032C-B",22,20,42,"TM","phobius",58.0111111111111,2.52222222222222,18.7833333333333,0.816666666666667
"YPL227C",21,12,33,"TM","phobius",69.4222222222222,3.15555555555556,18.26,0.83
"YLR160C",7,6,13,"SP","phobius",22.3111111111111,2.78888888888889,6.56888888888889,0.821111111111111
"YPL072W",20,20,40,"TM","phobius",51.1,2.43333333333333,16.8933333333333,0.804444444444445
"YEL042W",13,10,23,"SP","phobius",51.0222222222222,3.64444444444444,11.8844444444444,0.848888888888889
"YJR085C",20,26,46,"TM","phobius",39.4333333333333,1.87777777777778,16.7766666666667,0.798888888888889
"YBR162W-A",21,39,60,"TM","phobius",73.5777777777778,3.34444444444444,18.5533333333333,0.843333333333333
"YER014W",19,12,31,"TM","phobius",36.8888888888889,1.84444444444444,16.0444444444444,0.802222222222222
"YJL079C",8,6,14,"SP","phobius",17.2,1.91111111111111,6.93,0.77
"YKR102W",11,8,19,"SP","phobius",32.2666666666667,2.68888888888889,9.94666666666666,0.828888888888889
"YEL060C",7,6,13,"SP","phobius",12.8,1.6,6.23111111111111,0.778888888888889
"YMR264W",17,6,23,"TM","phobius",61,3.38888888888889,15.32,0.851111111111111
"YGL261C",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YOR002W",18,40,58,"TM","phobius",69.2444444444444,3.64444444444444,16.34,0.86
"YHR214C-E",19,14,33,"TM","phobius",32,1.6,16.0222222222222,0.801111111111111
"YGL203C",11,6,17,"SP","phobius",22.4,1.86666666666667,9.49333333333333,0.791111111111111
"YOL152W",17,43,60,"TM","phobius",58.2,3.23333333333333,15.18,0.843333333333333
"YLL048C",19,31,50,"TM","phobius",67.1111111111111,3.35555555555556,16.9555555555556,0.847777777777778
"YJL159W",11,7,18,"SP","phobius",23.3333333333333,1.94444444444444,9.17333333333333,0.764444444444444
"YJL054W",18,39,57,"TM","phobius",40.1111111111111,2.11111111111111,15.6011111111111,0.821111111111111
"YMR214W",11,5,16,"SP","phobius",33.2,2.76666666666667,9.93333333333333,0.827777777777778
"YNL121C",9,10,19,"SP","phobius",20.3333333333333,2.03333333333333,7.72222222222222,0.772222222222222
"YJR137C",8,6,14,"SP","phobius",15,1.66666666666667,6.95,0.772222222222222
"YAR071W",8,4,12,"SP","phobius",17,1.88888888888889,7,0.777777777777778
"YDR415C",11,3,14,"SP","phobius",33.4666666666667,2.78888888888889,9.94666666666667,0.828888888888889
"YKL065C",20,6,26,"TM","phobius",69.7666666666667,3.32222222222222,18.1066666666667,0.862222222222222
"YLR047C",21,36,57,"TM","phobius",76.7555555555556,3.48888888888889,18.8466666666667,0.856666666666667
"YDR084C",19,18,37,"TM","phobius",52.4444444444444,2.62222222222222,16.4,0.82
"YPR079W",18,7,25,"TM","phobius",58.0555555555556,3.05555555555556,15.8966666666667,0.836666666666667
"YJR075W",21,12,33,"TM","phobius",73.5777777777778,3.34444444444444,18.5288888888889,0.842222222222222
"YNL190W",11,4,15,"SP","phobius",24.2666666666667,2.02222222222222,9.37333333333333,0.781111111111111
"YOL011W",12,10,22,"SP","phobius",36.1111111111111,2.77777777777778,10.7466666666667,0.826666666666667
"YAR066W",10,8,18,"SP","phobius",26.8888888888889,2.44444444444444,8.59222222222222,0.781111111111111
"YIL011W",11,6,17,"SP","phobius",33.7333333333333,2.81111111111111,9.52,0.793333333333333
"YFR026C",10,5,15,"SP","phobius",34.1,3.1,8.99555555555555,0.817777777777778
"YML087C",19,16,35,"TM","phobius",39.3333333333333,1.96666666666667,16.2444444444444,0.812222222222222
"YER076C",11,7,18,"SP","phobius",32.6666666666667,2.72222222222222,10.1333333333333,0.844444444444444
"YBR210W",11,4,15,"SP","phobius",28,2.33333333333333,9.70666666666667,0.808888888888889
"YNL322C",11,6,17,"SP","phobius",24.6666666666667,2.05555555555556,9.54666666666667,0.795555555555556
"YBL100W-C",8,5,13,"SP","phobius",21.7,2.41111111111111,7.42,0.824444444444444
"YDR483W",11,13,24,"SP","phobius",38.9333333333333,3.24444444444444,9.92,0.826666666666667
"YPR027C",8,7,15,"SP","phobius",23,2.55555555555556,7.38,0.82
"YGL138C",10,7,17,"SP","phobius",26.4,2.4,9.32555555555555,0.847777777777778
"YBR093C",8,4,12,"SP","phobius",17.4,1.93333333333333,7.01,0.778888888888889
"YJL222W",10,6,16,"SP","phobius",31.6555555555556,2.87777777777778,9.39888888888889,0.854444444444444
"YMR238W",11,10,21,"SP","phobius",30.9333333333333,2.57777777777778,10.0266666666667,0.835555555555555
"YLR414C",18,4,22,"SP","phobius",60.5888888888889,3.18888888888889,15.7277777777778,0.827777777777778
"YOR246C",19,28,47,"TM","phobius",38,1.9,16.6666666666667,0.833333333333333
"YCL005W",17,6,23,"TM","phobius",35.8,1.98888888888889,14.5,0.805555555555555
"YJR013W",19,6,25,"TM","phobius",46,2.3,16.5111111111111,0.825555555555555
"YJR118C",11,15,26,"SP","phobius",32.1333333333333,2.67777777777778,10.1333333333333,0.844444444444444
"YGR279C",8,6,14,"SP","phobius",17.1,1.9,6.89,0.765555555555556
"YMR172W",17,21,38,"TM","phobius",38.6,2.14444444444444,14.76,0.82
"YAL063C",11,7,18,"SP","phobius",38.4,3.2,9.98666666666667,0.832222222222222
"YAR020C",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YHR212W-A",11,6,17,"SP","phobius",27.4666666666667,2.28888888888889,9.81333333333333,0.817777777777778
"YNR048W",19,41,60,"TM","phobius",64.6666666666667,3.23333333333333,17.0444444444444,0.852222222222222
"YHR086W-A",9,3,12,"SP","phobius",19,1.9,8.27777777777778,0.827777777777778
"YOR336W",10,3,13,"SP","phobius",39.8444444444444,3.62222222222222,9.30111111111111,0.845555555555555
"YDR524C-B",8,5,13,"SP","phobius",22.2,2.46666666666667,7.14,0.793333333333333
"YJL160C",11,7,18,"SP","phobius",24.1333333333333,2.01111111111111,9.37333333333333,0.781111111111111
"YBR287W",20,12,32,"TM","phobius",64.1666666666667,3.05555555555556,17.29,0.823333333333333
"Q0050",21,15,36,"TM","phobius",59.4,2.7,18.4555555555556,0.838888888888889
"YPR204W",19,36,55,"TM","phobius",42.2222222222222,2.11111111111111,16.1777777777778,0.808888888888889
"YHR202W",8,5,13,"SP","phobius",23.6,2.62222222222222,7.4,0.822222222222222
"YPR140W",21,26,47,"TM","phobius",39.3555555555556,1.78888888888889,17.82,0.81
"YDR276C",17,6,23,"TM","phobius",48.2,2.67777777777778,14.78,0.821111111111111
"YLL056C",10,3,13,"SP","phobius",17.9666666666667,1.63333333333333,8.62888888888889,0.784444444444444
"YGR221C",22,38,60,"TM","phobius",84.0777777777778,3.65555555555556,19.3711111111111,0.842222222222222
"YHR140W",11,10,21,"SP","phobius",19.4666666666667,1.62222222222222,9.44,0.786666666666667
"YOR241W",18,39,57,"TM","phobius",35.2555555555556,1.85555555555556,15.4111111111111,0.811111111111111
"YOL129W",17,25,42,"TM","phobius",38.6,2.14444444444444,14.82,0.823333333333333
"YKL073W",12,7,19,"SP","phobius",35.8222222222222,2.75555555555556,10.66,0.82
"YMR189W",7,6,13,"SP","phobius",10.6666666666667,1.33333333333333,6.21333333333333,0.776666666666667
"YOR137C",11,15,26,"SP","phobius",33.2,2.76666666666667,9.98666666666667,0.832222222222222
"YGL051W",20,40,60,"TM","phobius",64.4,3.06666666666667,17.29,0.823333333333333
"YJL161W",19,34,53,"TM","phobius",28.6666666666667,1.43333333333333,15.7777777777778,0.788888888888889
"YEL049W",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YLR406C-A",8,6,14,"SP","phobius",23.7,2.63333333333333,7.36,0.817777777777778
"YDL122W",17,34,51,"TM","phobius",60.4,3.35555555555556,15.38,0.854444444444444
"Q0060",21,15,36,"TM","phobius",59.4,2.7,18.4555555555556,0.838888888888889
"YEL050C",11,2,13,"SP","phobius",14.6666666666667,1.22222222222222,9.25333333333333,0.771111111111111
"YLR426W",19,7,26,"TM","phobius",50,2.5,16.4,0.82
"YCL058C",19,26,45,"TM","phobius",50.8888888888889,2.54444444444444,16.5555555555556,0.827777777777778
"YGL053W",20,40,60,"TM","phobius",62.7666666666667,2.98888888888889,17.22,0.82
"YAR033W",20,40,60,"TM","phobius",64.4,3.06666666666667,17.29,0.823333333333333
"YMR150C",19,12,31,"TM","phobius",38.6666666666667,1.93333333333333,17.0222222222222,0.851111111111111
"YLR034C",19,7,26,"TM","phobius",40,2,15.9555555555556,0.797777777777778
"YML100W-A",17,12,29,"TM","phobius",33.6,1.86666666666667,14.34,0.796666666666667
"YDR536W",17,27,44,"TM","phobius",25.8,1.43333333333333,14.1,0.783333333333333
"YOR104W",20,40,60,"TM","phobius",78.8666666666667,3.75555555555556,17.99,0.856666666666667
"YLR158C",7,6,13,"SP","phobius",22.3111111111111,2.78888888888889,6.56888888888889,0.821111111111111
"YKL096W",11,4,15,"SP","phobius",30.6666666666667,2.55555555555556,9.56,0.796666666666667
"YIR014W",21,36,57,"TM","phobius",64.5333333333333,2.93333333333333,18.6755555555556,0.848888888888889
"YOR178C",7,2,9,"SP","phobius",9.42222222222222,1.17777777777778,6.13333333333333,0.766666666666667
"YNL143C",19,12,31,"TM","phobius",49.3333333333333,2.46666666666667,16.4444444444444,0.822222222222222
"YMR123W",21,20,41,"TM","phobius",67.9555555555556,3.08888888888889,18.48,0.84
"YNL019C",11,10,21,"SP","phobius",30.6666666666667,2.55555555555556,9.72,0.81
"YGR236C",18,20,38,"TM","phobius",48.5555555555556,2.55555555555556,15.39,0.81
"YDR236C",11,8,19,"SP","phobius",34.6666666666667,2.88888888888889,9.89333333333333,0.824444444444444
"YJL002C",11,6,17,"SP","phobius",35.7333333333333,2.97777777777778,10.28,0.856666666666667
"YHL016C",23,12,35,"TM","phobius",64.8,2.7,19.6266666666667,0.817777777777778
"YOL088C",11,7,18,"SP","phobius",34.2666666666667,2.85555555555556,9.90666666666667,0.825555555555556
"YHL044W",21,39,60,"TM","phobius",65.7555555555556,2.98888888888889,18.6755555555556,0.848888888888889
"YKL120W",20,20,40,"TM","phobius",55.7666666666667,2.65555555555556,16.9866666666667,0.808888888888889
"YCR021C",22,34,56,"TM","phobius",67.7222222222222,2.94444444444444,19.7544444444444,0.858888888888889
"YHR063C",10,7,17,"SP","phobius",19.9222222222222,1.81111111111111,8.88555555555556,0.807777777777778
"YLR332W",8,12,20,"SP","phobius",29.7,3.3,7.58,0.842222222222222
"YMR261C",7,3,10,"SP","phobius",21.2444444444444,2.65555555555556,6.48888888888889,0.811111111111111
"YER001W",24,12,36,"TM","phobius",93.6111111111111,3.74444444444444,21.3055555555556,0.852222222222222
"YLL012W",24,12,36,"TM","phobius",81.9444444444445,3.27777777777778,21.5833333333333,0.863333333333333
"YLR213C",11,4,15,"SP","phobius",25.6,2.13333333333333,9.69333333333333,0.807777777777778
"YJR010C-A",19,30,49,"TM","phobius",58.8888888888889,2.94444444444444,16.5111111111111,0.825555555555556
"YMR209C",15,6,21,"TM","phobius",61.8666666666667,3.86666666666667,13.5644444444444,0.847777777777778
"YER084W",18,6,24,"TM","phobius",57.6333333333333,3.03333333333333,16.5933333333333,0.873333333333333
"YNL070W",21,20,41,"TM","phobius",36.4222222222222,1.65555555555556,17.82,0.81
"YLR404W",23,14,37,"TM","phobius",74.6666666666667,3.11111111111111,20.1066666666667,0.837777777777778
"YPL183W-A",11,27,38,"SP","phobius",21.8666666666667,1.82222222222222,9.32,0.776666666666667
"YCR024C-A",21,6,27,"TM","phobius",77.2444444444444,3.51111111111111,18.6755555555556,0.848888888888889
"YCL069W",24,6,30,"TM","phobius",59.7222222222222,2.38888888888889,21.0277777777778,0.841111111111111
"YKL154W",17,6,23,"TM","phobius",66.8,3.71111111111111,15.4,0.855555555555556
"YMR063W",22,6,28,"TM","phobius",73.8555555555556,3.21111111111111,19.6522222222222,0.854444444444444
"YML128C",11,6,17,"SP","phobius",34.5333333333333,2.87777777777778,9.88,0.823333333333333
"YHL008C",22,32,54,"TM","phobius",47.5333333333333,2.06666666666667,18.3488888888889,0.797777777777778
"YOL092W",18,12,30,"TM","phobius",53.8333333333333,2.83333333333333,16.1711111111111,0.851111111111111
"YOL003C",22,7,29,"TM","phobius",50.6,2.2,18.5277777777778,0.805555555555556
"YKL039W",11,10,21,"SP","phobius",35.4666666666667,2.95555555555556,10.3333333333333,0.861111111111111
"YGL028C",10,5,15,"SP","phobius",22.9777777777778,2.08888888888889,8.81222222222222,0.801111111111111
"YJL118W",8,2,10,"SP","phobius",16.5,1.83333333333333,7.07,0.785555555555556
"YMR215W",8,7,15,"SP","phobius",22.4,2.48888888888889,7.09,0.787777777777778
"YJL172W",20,20,40,"TM","phobius",63,3,17.5466666666667,0.835555555555555
"YEL047C",11,3,14,"SP","phobius",28.2666666666667,2.35555555555556,9.58666666666667,0.798888888888889
"Q0120",24,28,52,"TM","phobius",70,2.8,20.6388888888889,0.825555555555556
"YGL114W",22,24,46,"TM","phobius",53.6666666666667,2.33333333333333,18.2977777777778,0.795555555555555
"YHR213W-A",18,20,38,"TM","phobius",50.4555555555556,2.65555555555556,16.3611111111111,0.861111111111111
"YOL073C",20,12,32,"TM","phobius",56.2333333333333,2.67777777777778,17.01,0.81
"YER023W",8,4,12,"SP","phobius",21.7,2.41111111111111,7.38,0.82
"YIL136W",8,5,13,"SP","phobius",21.2,2.35555555555556,7.07,0.785555555555556
"YDR438W",19,12,31,"TM","phobius",76,3.8,16.9333333333333,0.846666666666667
"YLR176C",19,20,39,"TM","phobius",31.3333333333333,1.56666666666667,15.9333333333333,0.796666666666667
"YJL073W",11,3,14,"SP","phobius",32.9333333333333,2.74444444444444,9.97333333333333,0.831111111111111
"YML007C-A",17,18,35,"TM","phobius",31.6,1.75555555555556,14,0.777777777777778
"YGR141W",22,15,37,"TM","phobius",62.3555555555556,2.71111111111111,19.2688888888889,0.837777777777778
"YER119C",20,33,53,"TM","phobius",63,3,17.7333333333333,0.844444444444444
"YDR322C-A",18,6,24,"TM","phobius",39.2666666666667,2.06666666666667,15.5166666666667,0.816666666666667
"YBL039C",11,4,15,"SP","phobius",25.2,2.1,9.57333333333333,0.797777777777778
"YPL057C",17,7,24,"TM","phobius",53.2,2.95555555555556,15.16,0.842222222222222
"YBL020W",20,25,45,"TM","phobius",38.7333333333333,1.84444444444444,16.8,0.8
"YPL221W",13,4,17,"SP","phobius",41.8444444444444,2.98888888888889,12.0088888888889,0.857777777777778
"YPR133W-A",17,28,45,"TM","phobius",36.4,2.02222222222222,14.64,0.813333333333333
"YHR117W",19,15,34,"TM","phobius",45.7777777777778,2.28888888888889,15.6222222222222,0.781111111111111
"YLL025W",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YML002W",19,12,31,"TM","phobius",67.7777777777778,3.38888888888889,16.9111111111111,0.845555555555556
"YMR316C-A",10,6,16,"SP","phobius",20.7777777777778,1.88888888888889,8.76333333333333,0.796666666666667
"YOR008C-A",16,28,44,"TM","phobius",49.8666666666667,2.93333333333333,13.9966666666667,0.823333333333333
"YCR017C",19,12,31,"TM","phobius",46.6666666666667,2.33333333333333,16.2444444444444,0.812222222222222
"YGR174C",21,29,50,"TM","phobius",50.3555555555556,2.28888888888889,17.8933333333333,0.813333333333333
"YPL056C",10,4,14,"SP","phobius",19.8,1.8,8.61666666666667,0.783333333333333
"YFL041W",11,2,13,"SP","phobius",26.4,2.2,9.68,0.806666666666667
"YBR041W",20,6,26,"TM","phobius",59.0333333333333,2.81111111111111,17.64,0.84
"YDR519W",11,5,16,"SP","phobius",24.9333333333333,2.07777777777778,9.92,0.826666666666667
"YML104C",31,12,43,"TM","phobius",106.311111111111,3.32222222222222,27.2711111111111,0.852222222222222
"YMR034C",19,24,43,"TM","phobius",75.7777777777778,3.78888888888889,17.2222222222222,0.861111111111111
"YBR014C",15,12,27,"SP","phobius",60.6222222222222,3.78888888888889,13.8133333333333,0.863333333333333
"YPR138C",21,18,39,"TM","phobius",61.3555555555556,2.78888888888889,18.0888888888889,0.822222222222222
"YDR078C",18,40,58,"TM","phobius",41.5888888888889,2.18888888888889,15.2633333333333,0.803333333333333
"YMR019W",17,18,35,"TM","phobius",75,4.16666666666667,15.54,0.863333333333333
"YLL013C",10,13,23,"SP","phobius",18.2111111111111,1.65555555555556,8.47,0.77
"YOR037W",18,30,48,"TM","phobius",41.8,2.2,15.5588888888889,0.818888888888889
"YAR002C-A",11,3,14,"SP","phobius",32,2.66666666666667,10,0.833333333333333
"YCL001W",17,42,59,"TM","phobius",47.8,2.65555555555556,15.14,0.841111111111111
"YEL068C",10,3,13,"SP","phobius",25.6666666666667,2.33333333333333,8.76333333333333,0.796666666666667
"YOL104C",10,7,17,"SP","phobius",19.5555555555556,1.77777777777778,8.49444444444445,0.772222222222222
"YKR005C",9,4,13,"SP","phobius",28.5555555555556,2.85555555555556,8.27777777777778,0.827777777777778
"YLR214W",10,6,16,"SP","phobius",32.2666666666667,2.93333333333333,9.37444444444444,0.852222222222222
"YGL038C",17,16,33,"TM","phobius",55.6,3.08888888888889,15,0.833333333333333
"Q0115",24,28,52,"TM","phobius",70,2.8,20.6388888888889,0.825555555555556
"YML081C-A",16,12,28,"TM","phobius",33.4333333333333,1.96666666666667,13.5811111111111,0.798888888888889
"YML130C",10,5,15,"SP","phobius",23.9555555555556,2.17777777777778,8.86111111111111,0.805555555555556
"YCL002C",11,2,13,"SP","phobius",29.7333333333333,2.47777777777778,9.78666666666667,0.815555555555555
